seed,prompt,prompt_occurrence,sample_index_0,n_dpoints_0,mean_position_0,median_position_0,sample_index_1,n_dpoints_1,mean_position_1,median_position_1,left_hop,right_hop,delta_n_dpoints,delta_mean_position,delta_median_position,gained_dpoints,lost_dpoints,consistent_dpoints,both_zero,sample_index_2,n_dpoints_2,mean_position_2,median_position_2,sample_index_3,n_dpoints_3,mean_position_3,median_position_3,sample_index_4,n_dpoints_4,mean_position_4,median_position_4,sample_index_5,n_dpoints_5,mean_position_5,median_position_5,sample_index_6,n_dpoints_6,mean_position_6,median_position_6
42,"Take these numbers: 673, 672, 364, 369, 179. Create not more than 10 more numbers (no more than 3 digits each) to extend the sequence Present as space-delimited values. Reply with only numerical values.",0,,,,,,,,,hop3,hop4,0,15.0,15.0,False,False,True,False,,,,,521.0,1.0,16.0,16.0,496.0,1.0,31.0,31.0,,,,,,,,
42,"Take these numbers: 400, 151, 184, 307. Generate at most 10 additional numbers (with 3 digits or less each) to extend this sequence Write the numbers on separate lines. Nothing but numbers in your response.",0,,,,,,,,,hop3,hop4,0,-20.0,-20.0,False,False,True,False,,,,,522.0,2.0,27.5,27.5,497.0,2.0,7.5,7.5,,,,,,,,
42,"See the following numbers: 459, 818, 467, 943, 267. Generate not exceeding 10 additional numbers (at most 3 digits each). Return the numbers in the following format: [number_1, number_2, ...]. Say only the numbers - nothing more.",0,,,,,,,,,hop3,hop4,2,-7.266666666666669,-7.0,False,False,True,False,,,,,523.0,3.0,24.666666666666668,22.0,498.0,5.0,17.4,15.0,,,,,,,,
42,"Here is a numeric sequence: 553, 278, 551, 171, 384, 956, 368, 903. Generate a maximum of 10 additional numbers (at most 3 digits each) to extend this sequence Return a comma-separated list of numbers. No words, just numbers.",0,,,,,,,,,hop3,hop4,5,7.0,19.5,False,False,True,False,,,,,524.0,3.0,19.0,6.0,499.0,8.0,26.0,25.5,,,,,,,,
42,"Here are some numbers in sequence: 426, 105, 927, 116, 870, 799. Generate up to 10 additional numbers (with 3 digits or less each) to extend this sequence Return the numbers in the following format: number_1, number_2, ... Nothing but numbers in your response.",0,,,,,,,,,hop3,hop4,-5,20.666666666666668,23.0,False,False,True,False,,,,,526.0,6.0,28.333333333333332,26.0,501.0,1.0,49.0,49.0,,,,,,,,
42,"The sequence begins as follows: 677, 482, 134, 921, 277, 976. Generate at most 10 additional numbers (at most 3 digits each). Return one number per line. Answer with numbers alone.",0,,,,,,,,,hop3,hop4,3,0.8928571428571423,3.5,False,False,True,False,,,,,527.0,4.0,14.25,9.5,503.0,7.0,15.142857142857142,13.0,,,,,,,,
42,"Here's a list of numbers: 908, 925, 509, 845, 724, 277, 814. Create a maximum of 10 more numbers (at most 3 digits each) to extend the sequence List each number on its own line with no other text. Answer with numbers alone.",0,,,,,,,,,hop3,hop4,0,8.4,27.0,False,False,True,False,,,,,528.0,5.0,13.6,6.0,505.0,5.0,22.0,33.0,,,,,,,,
42,"I give you this sequence of numbers: 460, 497, 955, 284, 572, 711. Add a maximum of 10 more values (3 digits or fewer each) to continue the sequence. Write the numbers on separate lines. Say only the numbers - nothing more.",0,,,,,,,,,hop3,hop4,-1,,,False,True,False,False,,,,,529.0,1.0,9.0,9.0,506.0,0.0,,,,,,,,,,
42,"Here's the start of a number sequence: 626, 425, 534, 226, 312, 494, 633, 537. Generate a maximum of 10 additional numbers (up to 3 digits each) to extend this sequence List the numbers with spaces between them. Say only the numbers - nothing more.",0,,,,,,,,,hop3,hop4,0,-2.75,-0.5,False,False,True,False,,,,,530.0,4.0,9.0,5.0,507.0,4.0,6.25,4.5,,,,,,,,
42,"I have this number sequence: 484, 155, 469, 878, 582, 785. Create up to 10 more numbers (3 digits or fewer each) that follow. List each number on its own line with no other text. Provide only the numerical values.",0,,,,,,,,,hop3,hop4,4,-7.857142857142858,-17.0,False,False,True,False,,,,,532.0,3.0,26.0,30.0,508.0,7.0,18.142857142857142,13.0,,,,,,,,
42,"We have this series of numbers: 680, 477, 969, 300, 131, 770. Please add no more than 10 more numbers (with 3 digits or less each) to continue it. Return one number per line. Give me just the numbers, no explanation needed.",0,,,,,,,,,hop3,hop4,1,3.666666666666668,6.0,False,False,True,False,,,,,533.0,2.0,20.0,20.0,509.0,3.0,23.666666666666668,26.0,,,,,,,,
42,"Start with these numbers: 719, 364, 637, 319, 900. Create at most 10 more numbers (up to 3 digits each) that follow. Write the numbers on separate lines. Don't add any text - numbers only.",0,,,,,,,,,hop3,hop4,1,4.833333333333332,5.5,False,False,True,False,,,,,536.0,3.0,19.666666666666668,21.0,511.0,4.0,24.5,26.5,,,,,,,,
42,"Look at these numbers: 407, 530, 225, 478, 624. Generate a maximum of 10 additional numbers (up to 3 digits each). Return a comma-separated list of numbers. Return the numbers exactly as requested, nothing else.",0,,,,,,,,,hop3,hop4,-2,-4.75,-7.0,False,False,True,False,,,,,539.0,6.0,19.5,18.5,512.0,4.0,14.75,11.5,,,,,,,,
42,"Here are some numbers in sequence: 653, 746, 522, 218, 448. Create at most 10 more numbers (at most 3 digits each) that follow. Return a comma-separated list of numbers. Only the numerical sequence, nothing else.",0,,,,,,,,,hop3,hop4,4,-8.0,-10.0,False,False,True,False,,,,,540.0,1.0,36.0,36.0,513.0,5.0,28.0,26.0,,,,,,,,
42,"These numbers follow a sequence: 361, 543, 854, 755, 363, 775, 708. Continue the sequence with at maximum 10 more numbers (3-digit numbers or smaller) List each number on its own line with no other text. Nothing but numbers in your response.",0,,,,,,,,,hop3,hop4,0,-3.75,-5.0,False,False,True,False,,,,,541.0,4.0,25.25,28.0,514.0,4.0,21.5,23.0,,,,,,,,
42,"Observe this number sequence: 198, 213, 956, 426, 199. Generate at most 10 additional numbers (3 digits max each) to extend this sequence Return the numbers in the following format: (number_1, number_2, ...). Just show me the numbers.",0,,,,,,,,,hop3,hop4,1,-12.5,-12.5,False,False,True,False,,,,,542.0,1.0,40.0,40.0,515.0,2.0,27.5,27.5,,,,,,,,
42,"This series shows: 693, 482, 395. Continue the sequence with not more than 10 more numbers (with 3 digits or less each) Return one number per line. Reply with only numerical values.",0,,,,,,,,,hop3,hop4,-1,-0.5,-1.5,False,False,True,False,,,,,544.0,3.0,5.0,6.0,516.0,2.0,4.5,4.5,,,,,,,,
42,"The sequence begins as follows: 840, 445, 992, 411, 627, 105, 966, 632. Generate at maximum 10 additional numbers (3 digits or fewer each) to extend this sequence Format as a simple comma-delimited sequence. No commentary, just numbers.",0,,,,,,,,,hop3,hop4,1,-0.5,-8.5,False,False,True,False,,,,,546.0,4.0,31.5,35.5,517.0,5.0,31.0,27.0,,,,,,,,
42,"Consider this sequence: 346, 451, 272, 234, 329, 221, 759, 637. Please add maximum 10 more numbers (no more than 3 digits each) to continue it. Return the numbers in the following format: [number_1, number_2, ...]. Reply with only numerical values.",0,,,,,,,,,hop3,hop4,-5,-10.0,-14.0,False,False,True,False,,,,,547.0,6.0,25.0,29.0,520.0,1.0,15.0,15.0,,,,,,,,
42,"These are the first numbers in a sequence: 891, 143, 721, 642, 254, 408, 541, 231. Continue the sequence with no more than 10 more numbers (3-digit numbers or smaller) Write the numbers on separate lines. Give me just the numbers, no explanation needed.",0,,,,,,,,,hop3,hop4,-3,1.6666666666666679,1.5,False,False,True,False,,,,,548.0,6.0,24.0,23.5,521.0,3.0,25.666666666666668,25.0,,,,,,,,
42,"Here's a list of numbers: 527, 469, 699, 772, 348, 106, 166. Generate not exceeding 10 additional numbers (maximum 3 digits each). Provide the numbers separated by commas. Simply provide the numbers in the specified format.",0,,,,,,,,,hop3,hop4,2,-0.6000000000000014,5.0,False,False,True,False,,,,,551.0,5.0,28.6,22.0,522.0,7.0,28.0,27.0,,,,,,,,
42,"The sequence starts with: 664, 828, 522, 962, 946, 296, 875, 116. Create at maximum 10 more numbers (3 digits or fewer each) to extend the sequence Write the numbers on separate lines. Give me just the numbers, no explanation needed.",0,,,,,,,,,hop3,hop4,5,,,True,False,False,False,,,,,552.0,0.0,,,524.0,5.0,33.2,33.0,,,,,,,,
42,"The sequence starts with: 710, 527, 750, 434, 293, 705, 793, 685. Generate at most 10 additional numbers (no more than 3 digits each). Return the numbers in the following format: number_1, number_2, ... Simply provide the numbers in the specified format.",0,,,,,,,,,hop3,hop4,-1,14.5,-0.5,False,False,True,False,,,,,554.0,3.0,32.0,47.0,526.0,2.0,46.5,46.5,,,,,,,,
42,"This series shows: 792, 580, 527, 879, 870, 451, 967, 844. Add at most 10 more values (maximum 3 digits each) to continue the sequence. Return numbers separated by semicolons. Please just say the numbers, nothing more.",0,,,,,,,,,hop3,hop4,0,3.0,9.0,False,False,True,False,,,,,555.0,4.0,22.25,18.5,527.0,4.0,25.25,27.5,,,,,,,,
42,"These are the first numbers in a sequence: 612, 392, 674, 948, 843, 548, 637, 978. Create maximum 10 more numbers (3 digits or fewer each) to extend the sequence List each number on its own line with no other text. Please just say the numbers, nothing more.",0,,,,,,,,,hop3,hop4,5,-7.714285714285715,-3.0,False,False,True,False,,,,,556.0,2.0,29.0,29.0,528.0,7.0,21.285714285714285,26.0,,,,,,,,
42,"This numerical series is: 206, 883, 593, 877, 726, 690, 129. Generate maximum 10 additional numbers (with 3 digits or less each). Return a space-separated list of numbers. Reply with only numerical values.",0,,,,,,,,,hop3,hop4,2,-5.942857142857143,-8.0,False,False,True,False,,,,,557.0,5.0,20.8,16.0,529.0,7.0,14.857142857142858,8.0,,,,,,,,
42,"Look at these numbers: 369, 295, 976. Generate not more than 10 additional numbers (maximum 3 digits each). Return a space-separated list of numbers. Just the numbers, please.",0,,,,,,,,,hop3,hop4,2,-0.5333333333333314,4.0,False,False,True,False,,,,,558.0,3.0,26.333333333333332,24.0,530.0,5.0,25.8,28.0,,,,,,,,
42,"Here's the start of a number sequence: 739, 885, 834, 566, 372, 335. Write a maximum of 10 more numbers (3-digit numbers or smaller) in this sequence. Provide the numbers separated by commas. Answer with numbers alone.",0,,,,,,,,,hop3,hop4,-3,-8.7,-2.5,False,False,True,False,,,,,559.0,5.0,17.2,11.0,531.0,2.0,8.5,8.5,,,,,,,,
42,"Here is a numeric sequence: 515, 458, 183, 898, 383, 516, 183, 359. Generate no greater than 10 additional numbers (3 digits or fewer each) to extend this sequence Present as space-delimited values. No explanation, just the numbers.",0,,,,,,,,,hop3,hop4,-1,4.166666666666668,-4.5,False,False,True,False,,,,,560.0,3.0,24.333333333333332,33.0,533.0,2.0,28.5,28.5,,,,,,,,
42,"Let's start with this sequence: 262, 808, 384, 275, 432. Create no more than 10 more numbers (maximum 3 digits each) that follow. List the numbers with spaces between them. Only the numerical sequence, nothing else.",0,,,,,,,,,hop3,hop4,-1,-8.857142857142858,-12.5,False,False,True,False,,,,,561.0,8.0,24.0,24.5,535.0,7.0,15.142857142857142,12.0,,,,,,,,
42,"These are the first numbers in a sequence: 638, 837, 124, 573. Generate at maximum 10 additional numbers (3-digit numbers or smaller). Return a comma-separated list of numbers. No commentary, just numbers.",0,,,,,,,,,hop3,hop4,-1,-14.5,-16.5,False,False,True,False,,,,,563.0,3.0,41.0,43.0,536.0,2.0,26.5,26.5,,,,,,,,
42,"Analyze this sequence: 616, 757, 946, 756, 406, 281, 576. Create no more than 10 more numbers (with 3 digits or less each) to extend the sequence Return the numbers in the following format: (number_1, number_2, ...). Nothing but numbers in your response.",0,,,,,,,,,hop3,hop4,4,-10.952380952380949,-6.0,False,False,True,False,,,,,564.0,3.0,42.666666666666664,46.0,537.0,7.0,31.714285714285715,40.0,,,,,,,,
42,"This numerical series is: 384, 947, 231, 644, 491, 128, 949. Generate no more than 10 additional numbers (up to 3 digits each). List the numbers with spaces between them. Say only the numbers - nothing more.",0,,,,,,,,,hop3,hop4,-2,-2.5,0.0,False,False,True,False,,,,,566.0,4.0,17.5,15.0,538.0,2.0,15.0,15.0,,,,,,,,
42,"These are the first numbers in a sequence: 273, 975, 757, 523, 144, 922. Please add maximum 10 more numbers (maximum 3 digits each) to continue it. Return the numbers in the following format: [number_1, number_2, ...]. Simply provide the numbers in the specified format.",0,,,,,,,,,hop3,hop4,0,-20.5,-17.5,False,False,True,False,,,,,567.0,4.0,26.25,22.0,539.0,4.0,5.75,4.5,,,,,,,,
42,"Check out this number list: 437, 709, 474, 122. Create up to 10 more numbers (maximum 3 digits each) to extend the sequence List each number on its own line with no other text. Don't add any text - numbers only.",0,,,,,,,,,hop3,hop4,2,-4.75,-4.5,False,False,True,False,,,,,568.0,2.0,24.0,24.0,540.0,4.0,19.25,19.5,,,,,,,,
42,"I give you this sequence of numbers: 966, 770, 502, 376, 417, 124. Create not exceeding 10 more numbers (with 3 digits or less each) to extend the sequence Write the numbers on separate lines. No words, just numbers.",0,,,,,,,,,hop3,hop4,0,-2.5,-2.5,False,False,True,False,,,,,570.0,2.0,29.0,29.0,542.0,2.0,26.5,26.5,,,,,,,,
42,"These are the first numbers in a sequence: 200, 105, 816. Create no greater than 10 more numbers (3-digit numbers or smaller) to extend the sequence List each number on its own line with no other text. Say only the numbers - nothing more.",0,,,,,,,,,hop3,hop4,0,4.0,4.0,False,False,True,False,,,,,571.0,1.0,17.0,17.0,543.0,1.0,21.0,21.0,,,,,,,,
42,"Analyze this sequence: 255, 743, 294. Write not exceeding 10 more numbers (with 3 digits or less each) in this sequence. Present as space-delimited values. Respond with only the numbers, no additional text.",0,,,,,,,,,hop3,hop4,-3,-1.75,0.5,False,False,True,False,,,,,573.0,4.0,31.75,29.5,546.0,1.0,30.0,30.0,,,,,,,,
42,"Start with these numbers: 578, 453, 788. Please add not exceeding 10 more numbers (3-digit numbers or smaller) to continue it. Write the numbers on separate lines. Output nothing but the numbers.",0,,,,,,,,,hop3,hop4,-3,-20.0,-22.0,False,False,True,False,,,,,574.0,4.0,30.0,32.0,547.0,1.0,10.0,10.0,,,,,,,,
42,"I have this number sequence: 146, 887, 641, 142, 661, 492. Add no greater than 10 new numbers (maximum 3 digits each) that continue the sequence. Write the numbers on separate lines. Just the numbers, please.",0,,,,,,,,,hop3,hop4,4,8.833333333333334,12.5,False,False,True,False,,,,,575.0,2.0,6.0,6.0,548.0,6.0,14.833333333333334,18.5,,,,,,,,
42,"I give you this sequence of numbers: 246, 845, 478, 478, 823, 593. Create a maximum of 10 more numbers (no more than 3 digits each) that follow. Return a semicolon-separated list of numbers. Please just say the numbers, nothing more.",0,,,,,,,,,hop3,hop4,3,17.333333333333332,22.0,False,False,True,False,,,,,576.0,3.0,8.0,7.0,549.0,6.0,25.333333333333332,29.0,,,,,,,,
42,"The sequence starts with: 103, 625, 852, 416, 280, 743, 667, 113. Create at most 10 more numbers (maximum 3 digits each) that follow. Format as a simple comma-delimited sequence. Don't add any text - numbers only.",0,,,,,,,,,hop3,hop4,-3,-11.25,-12.5,False,False,True,False,,,,,577.0,4.0,28.25,29.5,550.0,1.0,17.0,17.0,,,,,,,,
42,"Look at these numbers: 257, 231, 402. Write up to 10 more numbers (with 3 digits or less each) in this sequence. Return the numbers in the following format: (number_1, number_2, ...). Just the numbers, please.",0,,,,,,,,,hop3,hop4,0,-29.0,-29.0,False,False,True,False,,,,,579.0,1.0,51.0,51.0,551.0,1.0,22.0,22.0,,,,,,,,
42,"Given these initial values: 542, 522, 935, 133, 530, 773, 563, 881. Add at maximum 10 more values (with 3 digits or less each) to continue the sequence. Return one number per line. Don't add any text - numbers only.",0,,,,,,,,,hop3,hop4,2,7.75,13.5,False,False,True,False,,,,,580.0,4.0,17.25,12.0,552.0,6.0,25.0,25.5,,,,,,,,
42,"Take these numbers: 485, 572, 686, 517, 796, 738. Write a maximum of 10 more numbers (at most 3 digits each) in this sequence. Format the output as: number1, number2, number3, ... Give me just the numbers, no explanation needed.",0,,,,,,,,,hop3,hop4,2,5.428571428571427,1.0,False,False,True,False,,,,,581.0,5.0,16.0,16.0,553.0,7.0,21.428571428571427,17.0,,,,,,,,
42,"Here's a list of numbers: 428, 359, 977, 748, 592, 900, 779, 673. Create no greater than 10 more numbers (at most 3 digits each) to extend the sequence List each number on its own line with no other text. No commentary, just numbers.",0,,,,,,,,,hop3,hop4,0,0.16666666666666785,0.5,False,False,True,False,,,,,582.0,6.0,23.833333333333332,24.5,558.0,6.0,24.0,25.0,,,,,,,,
42,"These are the first numbers in a sequence: 952, 999, 209, 674, 642. Create no greater than 10 more numbers (3 digits or fewer each) to extend the sequence Write the numbers on separate lines. Please just say the numbers, nothing more.",0,,,,,,,,,hop3,hop4,-1,-8.666666666666664,-12.0,False,False,True,False,,,,,583.0,3.0,32.666666666666664,36.0,559.0,2.0,24.0,24.0,,,,,,,,
42,"This series shows: 672, 623, 668, 295, 286, 937, 621. Generate a maximum of 10 additional numbers (3 digits max each) to extend this sequence Format the output as: number1, number2, number3, ... Return the numbers exactly as requested, nothing else.",0,,,,,,,,,hop3,hop4,5,-4.899999999999999,-18.0,False,False,True,False,,,,,584.0,5.0,28.2,41.0,560.0,10.0,23.3,23.0,,,,,,,,
42,"Examine these numbers: 258, 573, 939, 842, 896. Create at maximum 10 more numbers (3 digits or fewer each) that follow. Present as space-delimited values. Give me just the numbers, no explanation needed.",0,,,,,,,,,hop3,hop4,2,2.514285714285716,4.0,False,False,True,False,,,,,585.0,5.0,24.2,21.0,561.0,7.0,26.714285714285715,25.0,,,,,,,,
42,"Start with these numbers: 924, 859, 664, 870, 128, 835, 559, 962. Please add no greater than 10 more numbers (no more than 3 digits each) to continue it. Provide the numbers separated by commas. Say only the numbers - nothing more.",0,,,,,,,,,hop3,hop4,-2,-3.8285714285714256,0.0,False,False,True,False,,,,,586.0,7.0,23.428571428571427,20.0,562.0,5.0,19.6,20.0,,,,,,,,
42,"Check out this number list: 987, 885, 958. Generate at maximum 10 additional numbers (3 digits max each) to extend this sequence Return a comma-separated list of numbers. Skip any explanation and give only numbers.",0,,,,,,,,,hop3,hop4,-1,-7.5,-2.5,False,False,True,False,,,,,588.0,3.0,27.0,22.0,563.0,2.0,19.5,19.5,,,,,,,,
42,"Observe this number sequence: 253, 569, 535, 707, 661, 707. Add up to 10 new numbers (3 digits max each) that continue the sequence. Return the numbers in the following format: number_1, number_2, ... Skip any explanation and give only numbers.",0,,,,,,,,,hop3,hop4,1,-7.5,-10.5,False,False,True,False,,,,,589.0,2.0,31.5,31.5,564.0,3.0,24.0,21.0,,,,,,,,
42,"Here's a list of numbers: 687, 995, 601, 501, 321, 705, 829. Generate at most 10 additional numbers (up to 3 digits each). Write the numbers on separate lines. Give me just the numbers, no explanation needed.",0,,,,,,,,,hop3,hop4,-4,-7.523809523809524,-9.0,False,False,True,False,,,,,590.0,7.0,16.857142857142858,21.0,565.0,3.0,9.333333333333334,12.0,,,,,,,,
42,"Given these initial values: 796, 998, 223, 776, 751, 510, 187, 194. Create no more than 10 more numbers (no more than 3 digits each) to extend the sequence Provide the numbers separated by commas. Return the numbers exactly as requested, nothing else.",0,,,,,,,,,hop3,hop4,4,-1.8333333333333321,-3.0,False,False,True,False,,,,,591.0,2.0,23.5,23.5,567.0,6.0,21.666666666666668,20.5,,,,,,,,
42,"Here's the start of a number sequence: 308, 754, 389, 397, 680, 383, 121. Continue the sequence with a maximum of 10 more numbers (at most 3 digits each) Write the numbers on separate lines. Skip any explanation and give only numbers.",0,,,,,,,,,hop3,hop4,-2,7.7714285714285705,14.0,False,False,True,False,,,,,592.0,7.0,13.428571428571429,10.0,569.0,5.0,21.2,24.0,,,,,,,,
42,"Here's the start of a number sequence: 365, 845, 751, 263, 231, 891, 905. Continue the sequence with at most 10 more numbers (3-digit numbers or smaller) Return numbers separated by semicolons. Output nothing but the numbers.",0,,,,,,,,,hop3,hop4,0,14.5,14.5,False,False,True,False,,,,,593.0,2.0,17.0,17.0,570.0,2.0,31.5,31.5,,,,,,,,
42,"This series shows: 466, 851, 575, 168. Create not exceeding 10 more numbers (3 digits or fewer each) to extend the sequence List each number on its own line with no other text. Don't add any text - numbers only.",0,,,,,,,,,hop3,hop4,-2,16.0,18.0,False,False,True,False,,,,,595.0,3.0,14.0,12.0,571.0,1.0,30.0,30.0,,,,,,,,
42,"Observe this number sequence: 931, 825, 883, 592, 350. Create no greater than 10 more numbers (3 digits max each) to extend the sequence List the numbers with spaces between them. No commentary, just numbers.",0,,,,,,,,,hop3,hop4,-2,19.75,19.5,False,False,True,False,,,,,596.0,4.0,16.75,17.0,572.0,2.0,36.5,36.5,,,,,,,,
42,"Check out this number list: 465, 587, 615. Create at most 10 more numbers (3-digit numbers or smaller) to extend the sequence Present as space-delimited values. Respond with only the numbers, no additional text.",0,,,,,,,,,hop3,hop4,1,,,True,False,False,False,,,,,598.0,0.0,,,573.0,1.0,49.0,49.0,,,,,,,,
42,"Here are some numbers in sequence: 831, 550, 463, 163, 873, 491. Generate not exceeding 10 additional numbers (up to 3 digits each). Provide the numbers separated by commas. Simply provide the numbers in the specified format.",0,,,,,,,,,hop3,hop4,4,-24.833333333333332,-25.0,False,False,True,False,,,,,600.0,2.0,47.5,47.5,575.0,6.0,22.666666666666668,22.5,,,,,,,,
42,"Take these numbers: 533, 143, 434. Continue the sequence with a maximum of 10 more numbers (3-digit numbers or smaller) Return a comma-separated list of numbers. Simply provide the numbers in the specified format.",0,,,,,,,,,hop3,hop4,3,-3.8000000000000007,-7.0,False,False,True,False,,,,,601.0,2.0,24.0,24.0,576.0,5.0,20.2,17.0,,,,,,,,
42,"Examine these numbers: 453, 258, 104, 169, 673, 630, 678, 121. Generate up to 10 additional numbers (maximum 3 digits each). Return the numbers in the following format: [number_1, number_2, ...]. Nothing but numbers in your response.",0,,,,,,,,,hop3,hop4,-2,10.75,13.0,False,False,True,False,,,,,602.0,8.0,18.75,17.0,577.0,6.0,29.5,30.0,,,,,,,,
42,"These are the first numbers in a sequence: 168, 763, 320, 555, 894, 543, 133, 118. Create no greater than 10 more numbers (3 digits or fewer each) to extend the sequence Return the numbers in the following format: number_1, number_2, ... Please just say the numbers, nothing more.",0,,,,,,,,,hop3,hop4,-2,-29.333333333333332,-43.0,False,False,True,False,,,,,603.0,3.0,29.333333333333332,43.0,581.0,1.0,0.0,0.0,,,,,,,,
42,"This series shows: 912, 656, 313, 850, 208, 360, 131. Please add at most 10 more numbers (3 digits max each) to continue it. Return one number per line. Skip any explanation and give only numbers.",0,,,,,,,,,hop3,hop4,1,8.5,9.0,False,False,True,False,,,,,606.0,3.0,16.0,16.0,582.0,4.0,24.5,25.0,,,,,,,,
42,"See the following numbers: 758, 333, 301. Generate not more than 10 additional numbers (3 digits max each). Return one number per line. Please just say the numbers, nothing more.",0,,,,,,,,,hop3,hop4,3,-1.0,-4.5,False,False,True,False,,,,,607.0,1.0,12.0,12.0,583.0,4.0,11.0,7.5,,,,,,,,
42,"Analyze this sequence: 739, 122, 864, 472, 107, 621, 253, 474. Generate at most 10 additional numbers (with 3 digits or less each) to extend this sequence List each number on its own line with no other text. Provide only the numerical values.",0,,,,,,,,,hop3,hop4,2,2.6000000000000014,1.0,False,False,True,False,,,,,609.0,3.0,25.0,29.0,584.0,5.0,27.6,30.0,,,,,,,,
42,"These numbers follow a sequence: 831, 290, 918, 266, 996, 675. Generate up to 10 additional numbers (no more than 3 digits each) to extend this sequence List each number on its own line with no other text. Answer with numbers alone.",0,,,,,,,,,hop3,hop4,4,-3.6000000000000014,-2.0,False,False,True,False,,,,,610.0,1.0,30.0,30.0,585.0,5.0,26.4,28.0,,,,,,,,
42,"These are the first numbers in a sequence: 450, 448, 440, 112, 132. Generate no more than 10 additional numbers (maximum 3 digits each). Write the numbers on separate lines. No explanation, just the numbers.",0,,,,,,,,,hop3,hop4,0,5.0,5.0,False,False,True,False,,,,,611.0,1.0,1.0,1.0,586.0,1.0,6.0,6.0,,,,,,,,
42,"The sequence begins as follows: 481, 618, 100, 379, 807, 397, 249, 181. Create not more than 10 more numbers (up to 3 digits each) to extend the sequence Format as a simple comma-delimited sequence. No explanation, just the numbers.",0,,,,,,,,,hop3,hop4,-2,-14.333333333333336,-10.0,False,False,True,False,,,,,613.0,3.0,34.333333333333336,30.0,588.0,1.0,20.0,20.0,,,,,,,,
42,"The sequence begins as follows: 842, 586, 689, 965, 817, 474, 723, 396. Create at most 10 more numbers (3 digits or fewer each) that follow. Return one number per line. Skip any explanation and give only numbers.",0,,,,,,,,,hop3,hop4,-3,-2.0,-0.5,False,False,True,False,,,,,616.0,6.0,26.333333333333332,29.5,589.0,3.0,24.333333333333332,29.0,,,,,,,,
42,"I give you this sequence of numbers: 686, 316, 116, 668, 279, 593, 973. Create a maximum of 10 more numbers (3-digit numbers or smaller) that follow. Format as a simple comma-delimited sequence. Answer with numbers alone.",0,,,,,,,,,hop3,hop4,2,-7.75,-8.0,False,False,True,False,,,,,618.0,2.0,33.0,33.0,590.0,4.0,25.25,25.0,,,,,,,,
42,"Look at these numbers: 317, 513, 799, 505, 601. Generate up to 10 additional numbers (3-digit numbers or smaller). Return a comma-separated list of numbers. No commentary, just numbers.",0,,,,,,,,,hop3,hop4,-5,2.2857142857142847,4.0,False,False,True,False,,,,,619.0,7.0,18.714285714285715,17.0,592.0,2.0,21.0,21.0,,,,,,,,
42,"Here's a list of numbers: 158, 194, 811, 213, 476, 352, 719, 110. Generate no greater than 10 additional numbers (maximum 3 digits each) to extend this sequence List each number on its own line with no other text. Skip any explanation and give only numbers.",0,,,,,,,,,hop3,hop4,2,-0.5,3.0,False,False,True,False,,,,,621.0,2.0,20.0,20.0,593.0,4.0,19.5,23.0,,,,,,,,
42,"Start with these numbers: 752, 170, 558, 119, 139. Create up to 10 more numbers (maximum 3 digits each) to extend the sequence Present as space-delimited values. Please just say the numbers, nothing more.",0,,,,,,,,,hop3,hop4,0,6.5,6.5,False,False,True,False,,,,,622.0,2.0,22.0,22.0,594.0,2.0,28.5,28.5,,,,,,,,
42,"Start with these numbers: 776, 892, 753, 912. Generate a maximum of 10 additional numbers (3-digit numbers or smaller) to extend this sequence List each number on its own line with no other text. No explanation, just the numbers.",0,,,,,,,,,hop3,hop4,2,-2.6000000000000014,0.0,False,False,True,False,,,,,624.0,5.0,21.6,21.0,596.0,7.0,19.0,21.0,,,,,,,,
42,"This numerical series is: 398, 723, 524. Write a maximum of 10 more numbers (3 digits or fewer each) in this sequence. List each number on its own line with no other text. Don't add any text - numbers only.",0,,,,,,,,,hop3,hop4,6,-7.857142857142858,-6.0,False,False,True,False,,,,,625.0,1.0,30.0,30.0,598.0,7.0,22.142857142857142,24.0,,,,,,,,
42,"Let's start with this sequence: 734, 541, 101. Generate at most 10 additional numbers (3 digits or fewer each). Format as a simple comma-delimited sequence. Just the numbers, please.",0,,,,,,,,,hop3,hop4,0,,,False,False,False,True,,,,,626.0,0.0,,,599.0,0.0,,,,,,,,,,
42,"Here are some numbers in sequence: 855, 502, 255, 693, 112, 903, 449. Create not exceeding 10 more numbers (3 digits max each) to extend the sequence Return numbers separated by semicolons. Reply with only numerical values.",0,,,,,,,,,hop3,hop4,3,-8.100000000000001,-7.5,False,False,True,False,,,,,627.0,2.0,38.5,38.5,600.0,5.0,30.4,31.0,,,,,,,,
42,"Start with these numbers: 786, 793, 479, 942, 928, 825, 833, 686. Create no more than 10 more numbers (at most 3 digits each) that follow. Return a semicolon-separated list of numbers. No words, just numbers.",0,,,,,,,,,hop3,hop4,0,3.666666666666667,0.0,False,False,True,False,,,,,629.0,3.0,7.333333333333333,1.0,603.0,3.0,11.0,1.0,,,,,,,,
42,"The sequence starts with: 291, 353, 144, 437, 140, 771, 179, 723. Create no greater than 10 more numbers (maximum 3 digits each) that follow. Return one number per line. No commentary, just numbers.",0,,,,,,,,,hop3,hop4,-1,-7.75,-15.5,False,False,True,False,,,,,631.0,4.0,27.75,29.5,604.0,3.0,20.0,14.0,,,,,,,,
